id	length	gene	biotype	chr
ENSG00000109065	1993	NAT9	protein_coding	chr17
ENSG00000109066	4703	TMEM104	protein_coding	chr17
ENSG00000161509	6516	GRIN2C	protein_coding	chr17
ENSG00000161513	2482	FDXR	protein_coding	chr17
ENSG00000172782	2174	FADS6	protein_coding	chr17
ENSG00000182040	3558	USH1G	protein_coding	chr17
ENSG00000183034	2150	OTOP2	protein_coding	chr17
ENSG00000182938	2337	OTOP3	protein_coding	chr17
ENSG00000167861	3298	HID1	protein_coding	chr17
ENSG00000263586	815	HID1-AS1	lncRNA	chr17
ENSG00000109089	3536	CDR2L	protein_coding	chr17
ENSG00000167862	894	MRPL58	protein_coding	chr17
ENSG00000252545	90	RNU6-362P	snRNA	chr17
ENSG00000180901	3657	KCTD2	protein_coding	chr17
ENSG00000167863	2191	ATP5PD	protein_coding	chr17
ENSG00000239607	276	RN7SL573P	misc_RNA	chr17
ENSG00000270993	130	AC111186.1	processed_pseudogene	chr17
ENSG00000232724	2848	TRIM80P	unitary_pseudogene	chr17
ENSG00000170190	2051	SLC16A5	protein_coding	chr17
ENSG00000206713	113	Y_RNA	misc_RNA	chr17
ENSG00000125449	2151	ARMC7	protein_coding	chr17
ENSG00000125458	1315	NT5C	protein_coding	chr17
ENSG00000279035	2161	AC022211.4	TEC	chr17
ENSG00000189159	2289	JPT1	protein_coding	chr17
ENSG00000265800	400	AC022211.3	lncRNA	chr17
ENSG00000263786	717	AC022211.1	lncRNA	chr17
ENSG00000252042	93	Y_RNA	misc_RNA	chr17
ENSG00000188612	3166	SUMO2	protein_coding	chr17
ENSG00000125450	2233	NUP85	protein_coding	chr17
ENSG00000125447	5156	GGA3	protein_coding	chr17
ENSG00000125445	1717	MRPS7	protein_coding	chr17
ENSG00000125457	2058	MIF4GD	protein_coding	chr17
ENSG00000263843	2527	AC022211.2	lncRNA	chr17
ENSG00000125454	2331	SLC25A19	protein_coding	chr17
ENSG00000177885	3729	GRB2	protein_coding	chr17
ENSG00000228007	321	AC011933.1	processed_pseudogene	chr17
ENSG00000265987	403	AC011933.4	lncRNA	chr17
ENSG00000264853	2790	AC011933.2	lncRNA	chr17
ENSG00000265342	372	AC011933.3	lncRNA	chr17
ENSG00000264511	94	MIR3678	miRNA	chr17
ENSG00000223217	103	RNU6-938P	snRNA	chr17
ENSG00000202332	98	Y_RNA	misc_RNA	chr17
ENSG00000177728	5632	TMEM94	protein_coding	chr17
ENSG00000284595	81	MIR6785	miRNA	chr17
ENSG00000177303	4969	CASKIN2	protein_coding	chr17
ENSG00000182173	3414	TSEN54	protein_coding	chr17
ENSG00000073350	3553	LLGL2	protein_coding	chr17
ENSG00000266714	9704	MYO15B	protein_coding	chr17
ENSG00000108469	3710	RECQL5	protein_coding	chr17
ENSG00000204323	4344	SMIM5	protein_coding	chr17
ENSG00000259120	1140	SMIM6	protein_coding	chr17
ENSG00000161526	2786	SAP30BP	protein_coding	chr17
ENSG00000264829	352	AC087749.2	lncRNA	chr17
ENSG00000264270	566	AC087749.1	lncRNA	chr17
ENSG00000132470	5896	ITGB4	protein_coding	chr17
ENSG00000108479	1445	GALK1	protein_coding	chr17
ENSG00000132475	2787	H3-3B	protein_coding	chr17
ENSG00000283853	87	MIR4738	miRNA	chr17
ENSG00000132478	3890	UNK	protein_coding	chr17
ENSG00000266980	890	AC087289.1	lncRNA	chr17
ENSG00000092929	4382	UNC13D	protein_coding	chr17
ENSG00000132471	3718	WBP2	protein_coding	chr17
ENSG00000132481	2269	TRIM47	protein_coding	chr17
ENSG00000267801	3175	AC087289.5	lncRNA	chr17
ENSG00000141569	3384	TRIM65	protein_coding	chr17
ENSG00000267342	1419	AC087289.2	lncRNA	chr17
ENSG00000204316	1358	MRPL38	protein_coding	chr17
ENSG00000267426	4270	AC087289.3	protein_coding	chr17
ENSG00000188878	4825	FBF1	protein_coding	chr17
ENSG00000161533	7317	ACOX1	protein_coding	chr17
ENSG00000267615	230	AC087289.4	lncRNA	chr17
ENSG00000261408	3897	TEN1-CDK3	protein_coding	chr17
ENSG00000257949	974	TEN1	protein_coding	chr17
ENSG00000250506	1582	CDK3	protein_coding	chr17
ENSG00000167880	6592	EVPL	protein_coding	chr17
ENSG00000167881	2831	SRP68	protein_coding	chr17
ENSG00000186919	2651	ZACN	protein_coding	chr17
ENSG00000182687	1373	GALR2	protein_coding	chr17
ENSG00000182473	4782	EXOC7	protein_coding	chr17
ENSG00000279382	1362	AC018665.1	TEC	chr17
ENSG00000275360	58	MIR6868	miRNA	chr17
ENSG00000129654	2587	FOXJ1	protein_coding	chr17
ENSG00000267128	2542	RNF157-AS1	lncRNA	chr17
ENSG00000141576	5054	RNF157	protein_coding	chr17
ENSG00000267376	153	ATP5MGP6	processed_pseudogene	chr17
ENSG00000228218	1056	ATF4P3	processed_pseudogene	chr17
ENSG00000185262	1446	UBALD2	protein_coding	chr17
ENSG00000129646	5694	QRICH2	protein_coding	chr17
ENSG00000161542	3435	PRPSAP1	protein_coding	chr17
ENSG00000251779	98	Y_RNA	misc_RNA	chr17
ENSG00000207169	107	RNU6-24P	snRNA	chr17
ENSG00000267518	321	AC090699.1	processed_pseudogene	chr17
ENSG00000176170	2502	SPHK1	protein_coding	chr17
ENSG00000175931	5377	UBE2O	protein_coding	chr17
ENSG00000242931	708	RPL7P49	processed_pseudogene	chr17
ENSG00000129673	1913	AANAT	protein_coding	chr17
ENSG00000129667	3599	RHBDF2	protein_coding	chr17
ENSG00000161544	1962	CYGB	protein_coding	chr17
ENSG00000214140	3372	PRCD	protein_coding	chr17
ENSG00000267546	578	AC015802.4	lncRNA	chr17
ENSG00000267543	570	AC015802.3	lncRNA	chr17
ENSG00000272386	399	AC015802.5	lncRNA	chr17
ENSG00000163597	3607	SNHG16	lncRNA	chr17
ENSG00000274091	78	SNORD1C	snoRNA	chr17
ENSG00000199961	84	SNORD1B	snoRNA	chr17
ENSG00000278261	72	SNORD1A	snoRNA	chr17
ENSG00000284526	5654	AC015802.6	protein_coding	chr17
ENSG00000070731	1904	ST6GALNAC2	protein_coding	chr17
ENSG00000267078	1449	AC015802.1	lncRNA	chr17
ENSG00000267084	189	AC015802.2	processed_pseudogene	chr17
ENSG00000286750	516	AC015802.7	lncRNA	chr17
ENSG00000070526	2657	ST6GALNAC1	protein_coding	chr17
ENSG00000199735	103	RNU6-227P	snRNA	chr17
ENSG00000261335	1717	AC005837.1	lncRNA	chr17
ENSG00000182534	5661	MXRA7	protein_coding	chr17
ENSG00000212418	96	RNY4P36	misc_RNA	chr17
ENSG00000277382	286	AC005837.4	lncRNA	chr17
ENSG00000070495	5517	JMJD6	protein_coding	chr17
ENSG00000274051	181	AC005837.3	misc_RNA	chr17
ENSG00000181038	1184	METTL23	protein_coding	chr17
ENSG00000267168	479	AC005837.2	protein_coding	chr17
ENSG00000161547	2885	SRSF2	protein_coding	chr17
ENSG00000092931	3612	MFSD11	protein_coding	chr17
ENSG00000283805	99	MIR636	miRNA	chr17
ENSG00000200257	104	RNU6-97P	snRNA	chr17
ENSG00000267065	3085	LINC02080	lncRNA	chr17
ENSG00000287836	1852	AC016168.4	lncRNA	chr17
ENSG00000267535	1290	LINC00868	lncRNA	chr17
ENSG00000167889	4560	MGAT5B	protein_coding	chr17
ENSG00000267568	623	AC016168.2	lncRNA	chr17
ENSG00000267521	722	AC016168.1	lncRNA	chr17
ENSG00000280122	3246	AC016168.3	TEC	chr17
ENSG00000276202	259	Metazoa_SRP	misc_RNA	chr17
ENSG00000234912	3265	SNHG20	lncRNA	chr17
ENSG00000129657	5500	SEC14L1	protein_coding	chr17
ENSG00000275143	187	SCARNA16	scaRNA	chr17
ENSG00000284250	81	MIR6516	miRNA	chr17
ENSG00000222808	114	RNU4-47P	snRNA	chr17
ENSG00000262870	294	CYCSP40	processed_pseudogene	chr17
ENSG00000263718	749	SEPTIN9-DT	lncRNA	chr17
ENSG00000265121	597	AC068594.1	lncRNA	chr17
ENSG00000184640	4451	SEPTIN9	protein_coding	chr17
ENSG00000266998	3419	AC111182.1	lncRNA	chr17
ENSG00000287257	1070	AC111182.2	lncRNA	chr17
ENSG00000264060	71	MIR4316	miRNA	chr17
ENSG00000200651	105	Y_RNA	misc_RNA	chr17
ENSG00000279801	2464	AC111170.3	TEC	chr17
ENSG00000267263	768	AC111170.2	lncRNA	chr17
ENSG00000267016	1132	AC111170.1	lncRNA	chr17
ENSG00000267665	4440	AC021683.3	lncRNA	chr17
ENSG00000267506	4902	AC021683.2	lncRNA	chr17
ENSG00000286534	2165	AC021683.6	lncRNA	chr17
ENSG00000267466	1767	AC021683.1	lncRNA	chr17
ENSG00000279572	1099	AC021683.4	TEC	chr17
ENSG00000285535	2722	AC021683.5	lncRNA	chr17
ENSG00000267790	2281	LINC01987	lncRNA	chr17
ENSG00000204283	4678	LINC01973	lncRNA	chr17
ENSG00000238898	161	RNU1-80P	snRNA	chr17
ENSG00000078687	9740	TNRC6C	protein_coding	chr17
ENSG00000279600	435	AC015804.1	TEC	chr17
ENSG00000267463	504	UBE2V2P2	processed_pseudogene	chr17
ENSG00000238658	107	RNU6-625P	snRNA	chr17
ENSG00000141524	8387	TMC6	protein_coding	chr17
ENSG00000167895	4426	TMC8	protein_coding	chr17
ENSG00000187997	2404	C17orf99	protein_coding	chr17
ENSG00000267679	1047	EIF5AP2	processed_pseudogene	chr17
ENSG00000108639	3036	SYNGR2	protein_coding	chr17
ENSG00000167900	1681	TK1	protein_coding	chr17
ENSG00000183077	1730	AFMID	protein_coding	chr17
ENSG00000267624	291	AC087645.1	processed_pseudogene	chr17
ENSG00000089685	2711	BIRC5	protein_coding	chr17
ENSG00000204278	2490	TMEM235	protein_coding	chr17
ENSG00000283914	792	AC087645.4	lncRNA	chr17
ENSG00000267676	1145	THA1P	unitary_pseudogene	chr17
ENSG00000279886	587	AC087645.3	TEC	chr17
ENSG00000204277	2934	LINC01993	lncRNA	chr17
ENSG00000267737	799	AC087645.2	lncRNA	chr17
ENSG00000184557	2734	SOCS3	protein_coding	chr17
ENSG00000266970	777	AC061992.2	lncRNA	chr17
ENSG00000243870	284	RN7SL236P	misc_RNA	chr17
ENSG00000087157	3062	PGS1	protein_coding	chr17
ENSG00000200063	129	AC061992.1	snoRNA	chr17
ENSG00000187775	13725	DNAH17	protein_coding	chr17
ENSG00000267432	4597	DNAH17-AS1	lncRNA	chr17
ENSG00000267770	582	AC016182.1	processed_pseudogene	chr17
ENSG00000243426	243	RN7SL454P	misc_RNA	chr17
ENSG00000267123	2246	SCAT1	lncRNA	chr17
ENSG00000108669	4423	CYTH1	protein_coding	chr17
ENSG00000279570	714	AC099804.1	TEC	chr17
ENSG00000252391	104	RNU6-638P	snRNA	chr17
ENSG00000055483	6063	USP36	protein_coding	chr17
ENSG00000287539	882	AC022966.2	lncRNA	chr17
ENSG00000267355	593	RPL9P29	processed_pseudogene	chr17
ENSG00000035862	3652	TIMP2	protein_coding	chr17
ENSG00000267601	367	AC022966.1	lncRNA	chr17
ENSG00000178404	2091	CEP295NL	protein_coding	chr17
ENSG00000279339	2889	AC100788.2	TEC	chr17
ENSG00000267491	945	AC100788.1	lncRNA	chr17
ENSG00000108679	2202	LGALS3BP	protein_coding	chr17
ENSG00000171302	3534	CANT1	protein_coding	chr17
ENSG00000265096	2015	C1QTNF1-AS1	lncRNA	chr17
ENSG00000173918	3100	C1QTNF1	protein_coding	chr17
ENSG00000167280	4626	ENGASE	protein_coding	chr17
ENSG00000167281	3072	RBFOX3	protein_coding	chr17
ENSG00000266711	547	AC021534.1	lncRNA	chr17
ENSG00000263278	4204	AC233701.1	lncRNA	chr17
ENSG00000266665	74	MIR4739	miRNA	chr17
ENSG00000267719	4237	LINC02078	lncRNA	chr17
ENSG00000182156	2016	ENPP7	protein_coding	chr17
ENSG00000173894	4628	CBX2	protein_coding	chr17
ENSG00000141570	3752	CBX8	protein_coding	chr17
ENSG00000262768	607	AC100791.2	lncRNA	chr17
ENSG00000262772	2606	LINC01977	lncRNA	chr17
ENSG00000141582	2675	CBX4	protein_coding	chr17
ENSG00000262343	324	AC100791.1	lncRNA	chr17
ENSG00000262585	5271	LINC01979	lncRNA	chr17
ENSG00000262188	1540	LINC01978	lncRNA	chr17
ENSG00000167291	10960	TBC1D16	protein_coding	chr17
ENSG00000275516	330	AC100791.3	lncRNA	chr17
ENSG00000262172	443	AC116025.2	lncRNA	chr17
ENSG00000261978	415	AC116025.1	lncRNA	chr17
ENSG00000141519	4288	CCDC40	protein_coding	chr17
ENSG00000265561	50	MIR1268B	miRNA	chr17
ENSG00000171298	3751	GAA	protein_coding	chr17
ENSG00000141543	3593	EIF4A3	protein_coding	chr17
ENSG00000279259	1347	AC087741.3	TEC	chr17
ENSG00000275479	172	AC087741.2	lncRNA	chr17
ENSG00000141527	4717	CARD14	protein_coding	chr17
ENSG00000262580	4399	AC087741.1	lncRNA	chr17
ENSG00000181523	5562	SGSH	protein_coding	chr17
ENSG00000181045	2888	SLC26A11	protein_coding	chr17
ENSG00000173821	21055	RNF213	protein_coding	chr17
ENSG00000262979	653	AC124319.1	lncRNA	chr17
ENSG00000276863	526	AC124319.2	lncRNA	chr17
ENSG00000280248	2161	AC124319.3	TEC	chr17
ENSG00000263069	3651	RNF213-AS1	lncRNA	chr17
ENSG00000173818	2820	ENDOV	protein_coding	chr17
ENSG00000264961	76	MIR4730	miRNA	chr17
ENSG00000260369	995	AC120024.1	lncRNA	chr17
ENSG00000279273	2143	AC120024.4	TEC	chr17
ENSG00000171246	5439	NPTX1	protein_coding	chr17
ENSG00000262000	175	AC120024.2	processed_pseudogene	chr17
ENSG00000271340	156	AC120024.3	processed_pseudogene	chr17
ENSG00000213128	403	RPL32P31	processed_pseudogene	chr17
ENSG00000141564	6838	RPTOR	protein_coding	chr17
ENSG00000232083	378	RPL31P7	processed_pseudogene	chr17
ENSG00000262833	3204	AC016245.1	lncRNA	chr17
ENSG00000287403	2402	AC016245.2	lncRNA	chr17
ENSG00000262313	494	AC127496.3	lncRNA	chr17
ENSG00000262662	549	AC127496.4	lncRNA	chr17
ENSG00000261924	3133	AC127496.1	lncRNA	chr17
ENSG00000240270	495	RPL12P37	processed_pseudogene	chr17
ENSG00000176108	1664	CHMP6	protein_coding	chr17
ENSG00000263218	338	AC127496.6	lncRNA	chr17
ENSG00000280351	1798	AC127496.7	TEC	chr17
ENSG00000262873	1250	AC127496.5	lncRNA	chr17
ENSG00000262098	368	AC127496.2	lncRNA	chr17
ENSG00000226137	4465	BAIAP2-DT	lncRNA	chr17
ENSG00000175866	3689	BAIAP2	protein_coding	chr17
ENSG00000181409	11898	AATK	protein_coding	chr17
ENSG00000207736	98	MIR657	miRNA	chr17
ENSG00000211563	79	MIR3065	miRNA	chr17
ENSG00000283604	67	MIR338	miRNA	chr17
ENSG00000221025	113	MIR1250	miRNA	chr17
ENSG00000263167	362	AC115099.1	lncRNA	chr17
ENSG00000225180	1577	PVALEF	protein_coding	chr17
ENSG00000141577	3673	CEP131	protein_coding	chr17
ENSG00000262115	805	AC027601.2	lncRNA	chr17
ENSG00000167302	3642	TEPSIN	protein_coding	chr17
ENSG00000260005	4506	AC027601.1	lncRNA	chr17
ENSG00000224877	741	NDUFAF8	protein_coding	chr17
ENSG00000157637	4491	SLC38A10	protein_coding	chr17
ENSG00000276101	610	AC027601.3	lncRNA	chr17
ENSG00000279187	2482	AC027601.4	TEC	chr17
ENSG00000185168	2023	LINC00482	lncRNA	chr17
ENSG00000185332	3321	TMEM105	lncRNA	chr17
ENSG00000287431	6784	AC027601.5	lncRNA	chr17
ENSG00000263154	665	AC110285.3	lncRNA	chr17
ENSG00000262223	2814	AC110285.1	lncRNA	chr17
ENSG00000274833	352	AC110285.5	lncRNA	chr17
ENSG00000262877	1565	AC110285.2	lncRNA	chr17
ENSG00000266074	10801	BAHCC1	protein_coding	chr17
ENSG00000279692	1536	AC110285.6	TEC	chr17
ENSG00000266392	63	MIR4740	miRNA	chr17
ENSG00000266189	85	MIR3186	miRNA	chr17
ENSG00000263271	424	AC110285.4	lncRNA	chr17
ENSG00000278200	1048	LINC01971	lncRNA	chr17
ENSG00000184009	2491	ACTG1	protein_coding	chr17
ENSG00000229848	783	AC139149.1	lncRNA	chr17
ENSG00000186765	1684	FSCN2	protein_coding	chr17
ENSG00000185504	3822	FAAP100	protein_coding	chr17
ENSG00000182446	5538	NPLOC4	protein_coding	chr17
ENSG00000207021	113	Y_RNA	misc_RNA	chr17
ENSG00000182612	1896	TSPAN10	protein_coding	chr17
ENSG00000185527	988	PDE6G	protein_coding	chr17
ENSG00000204237	1600	OXLD1	protein_coding	chr17
ENSG00000185298	2095	CCDC137	protein_coding	chr17
ENSG00000214087	2343	ARL16	protein_coding	chr17
ENSG00000185359	4088	HGS	protein_coding	chr17
ENSG00000277784	113	MIR6786	miRNA	chr17
ENSG00000275902	690	AC139530.3	lncRNA	chr17
ENSG00000262049	1977	AC139530.1	lncRNA	chr17
ENSG00000262814	1009	MRPL12	protein_coding	chr17
ENSG00000262660	1922	AC139530.2	protein_coding	chr17
ENSG00000183048	1946	SLC25A10	protein_coding	chr17
ENSG00000215644	2030	GCGR	protein_coding	chr17
ENSG00000225663	2979	MCRIP1	protein_coding	chr17
ENSG00000182676	1443	PPP1R27	protein_coding	chr17
ENSG00000185624	8201	P4HB	protein_coding	chr17
ENSG00000262831	529	AC145207.3	lncRNA	chr17
ENSG00000278876	325	AC145207.9	TEC	chr17
ENSG00000262413	565	AC145207.2	lncRNA	chr17
ENSG00000141522	1837	ARHGDIA	protein_coding	chr17
ENSG00000263731	2682	AC145207.5	lncRNA	chr17
ENSG00000263859	782	AC145207.6	lncRNA	chr17
ENSG00000183684	1097	ALYREF	protein_coding	chr17
ENSG00000141552	2136	ANAPC11	protein_coding	chr17
ENSG00000183979	2154	NPB	protein_coding	chr17
ENSG00000185813	5089	PCYT2	protein_coding	chr17
ENSG00000187531	3445	SIRT7	protein_coding	chr17
ENSG00000197063	5061	MAFG	protein_coding	chr17
ENSG00000264769	563	AC145207.8	lncRNA	chr17
ENSG00000265688	1895	MAFG-DT	lncRNA	chr17
ENSG00000183010	2269	PYCR1	protein_coding	chr17
ENSG00000263585	450	AC145207.4	lncRNA	chr17
ENSG00000185105	2452	MYADML2	protein_coding	chr17
ENSG00000235296	691	AC145207.1	lncRNA	chr17
ENSG00000185269	2223	NOTUM	protein_coding	chr17
ENSG00000264735	958	AC145207.7	lncRNA	chr17
ENSG00000169696	5503	ASPSCR1	protein_coding	chr17
ENSG00000169689	894	CENPX	protein_coding	chr17
ENSG00000169683	2698	LRRC45	protein_coding	chr17
ENSG00000169750	1038	RAC3	protein_coding	chr17
ENSG00000169738	1251	DCXR	protein_coding	chr17
ENSG00000279372	398	AC137723.1	TEC	chr17
ENSG00000264569	709	DCXR-DT	lncRNA	chr17
ENSG00000169733	3107	RFNG	protein_coding	chr17
ENSG00000169727	4076	GPS1	protein_coding	chr17
ENSG00000169718	4456	DUS1L	protein_coding	chr17
ENSG00000169710	8464	FASN	protein_coding	chr17
ENSG00000176155	5379	CCDC57	protein_coding	chr17
ENSG00000265678	555	AC129510.1	lncRNA	chr17
ENSG00000266654	345	AC129510.2	lncRNA	chr17
ENSG00000264548	2368	AC132872.2	lncRNA	chr17
ENSG00000141526	4830	SLC16A3	protein_coding	chr17
ENSG00000284574	61	MIR6787	miRNA	chr17
ENSG00000141551	6094	CSNK1D	protein_coding	chr17
ENSG00000275888	629	AC132872.3	lncRNA	chr17
ENSG00000280407	2778	AC132872.4	TEC	chr17
ENSG00000287737	2767	AC132872.5	lncRNA	chr17
ENSG00000265692	1810	LINC01970	lncRNA	chr17
ENSG00000260563	1195	AC132872.1	lncRNA	chr17
ENSG00000173762	2021	CD7	protein_coding	chr17
ENSG00000141574	2003	SECTM1	protein_coding	chr17
ENSG00000182459	1935	TEX19	protein_coding	chr17
ENSG00000278964	848	AC132938.4	TEC	chr17
ENSG00000181408	2178	UTS2R	protein_coding	chr17
ENSG00000260011	360	AC132938.1	lncRNA	chr17
ENSG00000181396	4249	OGFOD3	protein_coding	chr17
ENSG00000264812	680	AC132938.2	lncRNA	chr17
ENSG00000201239	96	Y_RNA	misc_RNA	chr17
ENSG00000169660	2285	HEXD	protein_coding	chr17
ENSG00000279066	1813	HEXD-IT1	lncRNA	chr17
ENSG00000178927	4327	CYBC1	protein_coding	chr17
ENSG00000287193	1303	AC132938.6	lncRNA	chr17
ENSG00000265458	920	AC132938.3	lncRNA	chr17
ENSG00000141562	3814	NARF	protein_coding	chr17
ENSG00000279744	1655	AC132938.5	TEC	chr17
ENSG00000266445	838	NARF-AS1	lncRNA	chr17
ENSG00000266236	769	NARF-IT1	lncRNA	chr17
ENSG00000141568	5243	FOXK2	protein_coding	chr17
ENSG00000265136	456	AC124283.4	processed_pseudogene	chr17
ENSG00000262652	594	AC124283.3	lncRNA	chr17
ENSG00000262147	318	AC124283.2	lncRNA	chr17
ENSG00000261845	1190	AC124283.1	lncRNA	chr17
ENSG00000141580	2496	WDR45B	protein_coding	chr17
ENSG00000279613	1809	AC124283.5	TEC	chr17
ENSG00000141542	3829	RAB40B	protein_coding	chr17
ENSG00000266107	75	MIR4525	miRNA	chr17
ENSG00000263063	898	AC024361.2	lncRNA	chr17
ENSG00000141560	1822	FN3KRP	protein_coding	chr17
ENSG00000263321	333	AC024361.3	lncRNA	chr17
ENSG00000167363	2515	FN3K	protein_coding	chr17
ENSG00000262410	642	AC024361.1	lncRNA	chr17
ENSG00000141556	7159	TBCD	protein_coding	chr17
ENSG00000263098	413	AC068014.1	lncRNA	chr17
ENSG00000141579	3158	ZNF750	protein_coding	chr17
ENSG00000262663	504	AC087222.1	lncRNA	chr17
ENSG00000175711	3324	B3GNTL1	protein_coding	chr17
ENSG00000262339	401	AC130371.1	lncRNA	chr17
ENSG00000176845	1900	METRNL	protein_coding	chr17
ENSG00000274370	611	AC130371.2	lncRNA	chr17
ENSG00000261888	2656	AC144831.1	lncRNA	chr17
ENSG00000279143	3504	AC139099.3	TEC	chr17
ENSG00000262898	2113	AC139099.2	lncRNA	chr17
ENSG00000262094	2409	AC139099.1	lncRNA	chr17
ENSG00000232938	2256	RPL23AP87	transcribed_processed_pseudogene	chr17
ENSG00000262352	1410	LINC02564	lncRNA	chr18
ENSG00000263305	567	AP005530.1	lncRNA	chr18
ENSG00000262181	763	AP001005.1	unprocessed_pseudogene	chr18
ENSG00000173213	1335	TUBB8B	protein_coding	chr18
ENSG00000282965	560	AP001005.3	lncRNA	chr18
ENSG00000262081	1248	IL9RP4	unprocessed_pseudogene	chr18
ENSG00000274446	129	AP001005.2	processed_pseudogene	chr18
ENSG00000263006	2457	ROCK1P1	transcribed_unprocessed_pseudogene	chr18
ENSG00000277521	84	MIR8078	miRNA	chr18
ENSG00000101557	4972	USP14	protein_coding	chr18
ENSG00000079134	2791	THOC1	protein_coding	chr18
ENSG00000263884	2131	AP000845.1	lncRNA	chr18
ENSG00000158270	5724	COLEC12	protein_coding	chr18
ENSG00000264514	548	AP000915.1	lncRNA	chr18
ENSG00000265477	454	AP000915.2	lncRNA	chr18
ENSG00000264265	500	LINC01925	lncRNA	chr18
ENSG00000177143	1735	CETN1	protein_coding	chr18
ENSG00000222174	334	RN7SKP146	misc_RNA	chr18
ENSG00000079101	2449	CLUL1	protein_coding	chr18
ENSG00000288533	2438	AP001178.4	lncRNA	chr18
ENSG00000176912	1738	TYMSOS	lncRNA	chr18
ENSG00000266456	2106	AP001178.3	lncRNA	chr18
ENSG00000263727	268	AP001178.1	lncRNA	chr18
ENSG00000176890	1613	TYMS	protein_coding	chr18
ENSG00000132199	6340	ENOSF1	protein_coding	chr18
ENSG00000265490	326	AP001178.2	lncRNA	chr18
ENSG00000176105	4639	YES1	protein_coding	chr18
ENSG00000266171	1714	AP001020.3	lncRNA	chr18
ENSG00000264339	464	AP001020.1	lncRNA	chr18
ENSG00000264635	1605	AP001020.2	lncRNA	chr18
ENSG00000206687	147	RNU1-109P	snRNA	chr18
ENSG00000273355	483	AP000894.4	lncRNA	chr18
ENSG00000266575	232	BOLA2P1	processed_pseudogene	chr18
ENSG00000264179	520	AP000894.1	processed_pseudogene	chr18
ENSG00000265671	351	AP000894.3	lncRNA	chr18
ENSG00000265179	3902	AP000894.2	lncRNA	chr18
ENSG00000141433	3346	ADCYAP1	protein_coding	chr18
ENSG00000259837	861	LINC01904	lncRNA	chr18
ENSG00000272461	657	AP005328.1	lncRNA	chr18
ENSG00000263551	1332	AP000829.1	lncRNA	chr18
ENSG00000263505	872	SLC25A3P3	processed_pseudogene	chr18
ENSG00000266251	223	COX6CP3	processed_pseudogene	chr18
ENSG00000132204	2055	LINC00470	lncRNA	chr18
ENSG00000199197	292	RN7SKP72	misc_RNA	chr18
ENSG00000263396	292	AP005119.1	processed_pseudogene	chr18
ENSG00000265417	1105	AP005119.2	processed_pseudogene	chr18
ENSG00000266602	1565	AP005262.1	lncRNA	chr18
ENSG00000266450	505	AC019183.1	lncRNA	chr18
ENSG00000264080	574	AP005057.1	lncRNA	chr18
ENSG00000263745	4286	AP005230.1	lncRNA	chr18
ENSG00000264189	997	AIDAP3	processed_pseudogene	chr18
ENSG00000286975	1690	AP005136.4	lncRNA	chr18
ENSG00000101574	5190	METTL4	protein_coding	chr18
ENSG00000238575	135	AP005136.1	snoRNA	chr18
ENSG00000266783	1049	AP005136.3	lncRNA	chr18
ENSG00000264150	429	AP005136.2	processed_pseudogene	chr18
ENSG00000080986	2126	NDC80	protein_coding	chr18
ENSG00000235422	909	KATNBL1P3	processed_pseudogene	chr18
ENSG00000202224	112	Y_RNA	misc_RNA	chr18
ENSG00000200875	107	RNU6-340P	snRNA	chr18
ENSG00000266405	1429	CBX3P2	transcribed_processed_pseudogene	chr18
ENSG00000101596	8833	SMCHD1	protein_coding	chr18
ENSG00000266049	690	AP001011.1	lncRNA	chr18
ENSG00000207034	117	Y_RNA	misc_RNA	chr18
ENSG00000132205	5944	EMILIN2	protein_coding	chr18
ENSG00000101577	6229	LPIN2	protein_coding	chr18
ENSG00000272625	720	AP000919.3	lncRNA	chr18
ENSG00000263606	1264	CHORDC1P4	transcribed_processed_pseudogene	chr18
ENSG00000265907	3421	AP000919.1	lncRNA	chr18
ENSG00000266397	568	AP000919.2	lncRNA	chr18
ENSG00000264186	427	SNRPCP4	processed_pseudogene	chr18
ENSG00000277447	319	AP005431.1	processed_pseudogene	chr18
ENSG00000252258	133	SNORA70	snoRNA	chr18
